"And now that his luck had lifted him above all the mountains in the society of a wild physicist  he made himself happy still","[0.0033539163414388895, 0.0491848923265934, 0.006566100288182497, 0.0007023804937489331, 0.04554120823740959, 0.0005407485878095031, 0.01496216282248497, 0.018834657967090607, 0.01465675514191389, 0.06263817101716995, 0.0008326535462401807, 0.04117630794644356, 0.3572060465812683, 3.013633431692142e-05, 0.29077401757240295, 0.011954779736697674, 0.0021908911876380444, 2.816696905938443e-06, 0.033871132880449295, 0.005543950945138931, 0.030675018206238747, 0.0009732542093843222, 0.0002668805536814034]","0.04315125563568037"
"It would be hard  indeed   with a faltering voice   if woman  s feelings were to be added to all this","[0.0065625798888504505, 0.43255725502967834, 0.018444480374455452, 0.0005013358313590288, 0.0008010517340153456, 0.12238903343677521, 4.5160868467064574e-05, 0.00013023809879086912, 0.011642671190202236, 1.0231801752524916e-05, 9.320853860117495e-05, 1.2710584996966645e-05, 0.27704760432243347, 0.14779266715049744, 0.208515003323555, 0.0003536749863997102, 0.602507472038269, 0.008224681951105595, 0.058529503643512726]","0.09979792446282724"
"It would be a disgrace to you to have it said that one of your subjects dared disobey you","[0.0065625798888504505, 0.43255725502967834, 0.11496873199939728, 0.0026080969255417585, 0.3496814966201782, 0.0016832826659083366, 0.2760995626449585, 0.05186585709452629, 0.005101696588099003, 0.011094528250396252, 0.5030655860900879, 0.0064787003211677074, 0.31661713123321533, 0.2506279945373535, 0.0023905676789581776, 0.00015832061762921512, 0.0003636946203187108, 0.06775881350040436]","0.13331577201703718"
"And Jonathan said to David  Go in peace  forasmuch as we have sworn both of us in the name of the LORD  saying  The LORD be between me and thee  and between my seed and thy seed for ever","[2.016250255110208e-05, 0.00826810859143734, 0.021043147891759872, 0.0035934671759605408, 6.322483386611566e-05, 0.001176620600745082, 5.997934567858465e-05, 0.0013920721830800176, 0.9254025816917419, 0.04227028042078018, 0.10452968627214432, 0.0007879157783463597, 0.0008344680536538363, 0.04361159726977348, 0.3908552825450897, 0.0305396169424057, 0.11616020649671555, 0.07285987585783005, 0.986415684223175, 0.10799986124038696, 0.09697704017162323, 1.931357110152021e-05, 0.00022658525267615914, 0.2758151888847351, 0.0013265266316011548, 7.182088302215561e-05, 0.03878000006079674, 0.9181644916534424, 0.15939778089523315, 0.052834030240774155, 0.01632830873131752, 0.103478342294693, 0.004871819168329239, 0.4993390738964081, 0.29838132858276367, 0.22544997930526733, 0.0036698856856673956, 0.29638728499412537]","0.15393164844264998"
"I never heard any thing of the kind hinted at before  I assure you  said Elinor","[0.0008780935313552618, 0.02490929886698723, 0.01777063123881817, 0.001910812803544104, 0.027691636234521866, 0.07376642525196075, 0.0018671669531613588, 1.3747214325121604e-05, 0.8401440978050232, 0.04602379351854324, 0.011814507655799389, 2.3960572548276104e-07, 0.9356217980384827, 6.215766188688576e-05, 1.7492529877927154e-05]","0.13216612659400084"
"If Miss Taylor undertakes to wrap Miss Emma up  you need not have any fears  sir","[2.6646208425518125e-05, 0.0007726376061327755, 1.3209776625444647e-05, 0.360942006111145, 5.092298670206219e-05, 0.00010681656567612663, 0.0006867890479043126, 0.0063913678750395775, 0.00059554073959589, 0.0031524798832833767, 0.09324020147323608, 0.010343420319259167, 0.15335264801979065, 0.0058950455859303474, 2.6791922209667973e-05]","0.042373101608063735"
"And when he had made an end of prophesying  he came to the high place","[0.003515987191349268, 0.06802292168140411, 0.018606161698698997, 0.011193974874913692, 0.023777252063155174, 0.005924842786043882, 0.31429973244667053, 6.098013273003744e-06, 0.010498185642063618, 0.015143322758376598, 0.4513687491416931, 0.18923455476760864, 0.0007510026334784925, 0.061341315507888794]","0.08383457865761557"
"And he set three days  journey betwixt himself and Jacob  and Jacob fed the rest of Laban  s flocks","[0.005978364031761885, 0.0005712038837373257, 0.0005859837401658297, 0.004774302709847689, 9.912296263792086e-06, 3.903889137291117e-06, 0.0018237424083054066, 0.8659269213676453, 0.00035480427322909236, 0.04215411841869354, 0.010295383632183075, 9.99545409285929e-06, 0.08827091008424759, 0.007276516407728195, 0.740364134311676, 2.9284336051205173e-05, 0.00020586019672919065, 0.0001858766918303445]","0.09826784545185142"
"In giving her change  the peddler took out of his pocket  with some halfpence  the very box which Cecilia had sold to him","[8.37207626318559e-05, 0.010388007387518883, 3.371660932316445e-05, 0.0020561472047120333, 1.6625431271677371e-06, 0.012829940766096115, 0.02378876507282257, 0.029099520295858383, 0.08402867615222931, 0.25761109590530396, 0.0027921944856643677, 0.0071548959240317345, 0.0004605169815476984, 0.002349893096834421, 0.002399503719061613, 0.00031120405765250325, 0.06002002954483032, 1.0857736469915835e-06, 0.3894427716732025, 0.0028709378093481064, 0.11950374394655228, 0.44425392150878906]","0.0659764523282175"
"Their brethren also the Levites were appointed unto all manner of service of the tabernacle of the house of God","[3.55066622432787e-05, 0.01851814053952694, 0.0005705069052055478, 0.0004971580929122865, 0.04263891652226448, 0.0015889147762209177, 0.009163692593574524, 0.004213422536849976, 0.003444584319368005, 0.9804114103317261, 0.008447039872407913, 0.004113741219043732, 0.27162861824035645, 0.0006210235878825188, 0.08593752235174179, 0.38488098978996277, 0.014945064671337605, 0.8767657279968262, 0.16586796939373016]","0.1512784184422727"
